Id,SalePrice
1461,128155.4
1462,161458.44
1463,186407.11
1464,192725.25
1465,171567.25
1466,170008.55
1467,175635.92
1468,165464.08
1469,181771.45
1470,126554.9
1471,188301.11
1472,103047.99
1473,101813.71
1474,151301.4
1475,118594.42
1476,371095.6
1477,260731.02
1478,297051.94
1479,233599.25
1480,482434.4
1481,306459.38
1482,205151.84
1483,175261.84
1484,164142.3
1485,176376.6
1486,198314.9
1487,342517.06
1488,237927.11
1489,212054.25
1490,227309.47
1491,184328.89
1492,87828.73
1493,184741.3
1494,295615.84
1495,288480.03
1496,243298.84
1497,178183.3
1498,159762.89
1499,158802.62
1500,162683.16
1501,183142.58
1502,146957.33
1503,302645.84
1504,240169.08
1505,233286.94
1506,188465.81
1507,242459.12
1508,197077.9
1509,154222.23
1510,148040.86
1511,144034.03
1512,162471.78
1513,152657.78
1514,172054.75
1515,211749.62
1516,157788.56
1517,162309.6
1518,126111.164
1519,225931.86
1520,135500.14
1521,138573.45
1522,165580.45
1523,116123.24
1524,121802.57
1525,125713.32
1526,112486.37
1527,105096.27
1528,132116.11
1529,149737.92
1530,170424.45
1531,101087.28
1532,97354.625
1533,157370.97
1534,115969.54
1535,148369.86
1536,107456.95
1537,68723.586
1538,177471.95
1539,195366.56
1540,89228.45
1541,147258.27
1542,137918.73
1543,216606.88
1544,78410.125
1545,110230.3
1546,140071.73
1547,144939.27
1548,138521.28
1549,114700.28
1550,143210.3
1551,102640.08
1552,145870.58
1553,148051.44
1554,115884.6
1555,176628.84
1556,67342.41
1557,106684.94
1558,98892.65
1559,66275.82
1560,134800.05
1561,148151.83
1562,126042.51
1563,122480.41
1564,159001.45
1565,138345.98
1566,226534.17
1567,74211.98
1568,216684.03
1569,153668.72
1570,136898.2
1571,117905.12
1572,146097.58
1573,242112.84
1574,118037.43
1575,216874.48
1576,243701.3
1577,199532.78
1578,157000.92
1579,144646.7
1580,188563.67
1581,159341.81
1582,128750.49
1583,323173.3
1584,226316.62
1585,142694.22
1586,68469.04
1587,94861.93
1588,157611.98
1589,96894.88
1590,131109.75
1591,94218.06
1592,118851.44
1593,136606.62
1594,178125.97
1595,114355.7
1596,244029.4
1597,197487.8
1598,211973.05
1599,170717.12
1600,156401.7
1601,69560.57
1602,118379.305
1603,77657.48
1604,275517.47
1605,241220.31
1606,165596.12
1607,183113.5
1608,199959.64
1609,189832.89
1610,159020.19
1611,126761.34
1612,168756.81
1613,165441.34
1614,122206.836
1615,93165.42
1616,69692.98
1617,91748.0
1618,123888.94
1619,135464.58
1620,175143.45
1621,132563.94
1622,140316.66
1623,281440.66
1624,206098.31
1625,118533.62
1626,161262.64
1627,189813.8
1628,283752.78
1629,180733.8
1630,387916.03
1631,228855.6
1632,249122.28
1633,167870.33
1634,184348.55
1635,176770.9
1636,156960.6
1637,200922.3
1638,193882.84
1639,182402.4
1640,254193.77
1641,174448.08
1642,224557.52
1643,220009.88
1644,234006.95
1645,181854.48
1646,163702.81
1647,151696.25
1648,135288.27
1649,144375.2
1650,115402.75
1651,119747.89
1652,96014.77
1653,98664.125
1654,144513.92
1655,140846.77
1656,145223.02
1657,149216.39
1658,142524.11
1659,120791.32
1660,156198.0
1661,470582.8
1662,395718.62
1663,381806.8
1664,355049.75
1665,332643.38
1666,305605.47
1667,388494.1
1668,336105.6
1669,307785.25
1670,351051.75
1671,267541.97
1672,522493.5
1673,322674.47
1674,257085.48
1675,186779.78
1676,193218.08
1677,227984.55
1678,456522.44
1679,406029.97
1680,347594.22
1681,248047.02
1682,289127.0
1683,173386.98
1684,169793.94
1685,167571.89
1686,165661.38
1687,165638.03
1688,189489.73
1689,191558.36
1690,191908.36
1691,175143.97
1692,263425.2
1693,166426.25
1694,179803.53
1695,171726.9
1696,268357.28
1697,174800.9
1698,378326.28
1699,323086.75
1700,251739.53
1701,268873.06
1702,261033.83
1703,248671.06
1704,283540.88
1705,235550.89
1706,406385.3
1707,222909.88
1708,208898.58
1709,279674.03
1710,228835.94
1711,265996.44
1712,240834.1
1713,270865.4
1714,222543.34
1715,209904.89
1716,189119.88
1717,178248.84
1718,132997.6
1719,206928.14
1720,242498.42
1721,163715.66
1722,123438.586
1723,155529.52
1724,215735.14
1725,245816.2
1726,192692.16
1727,151819.58
1728,174480.02
1729,169510.1
1730,161898.2
1731,125335.38
1732,135091.9
1733,115556.234
1734,119528.77
1735,131176.47
1736,119163.83
1737,326790.94
1738,213414.7
1739,249225.61
1740,231847.47
1741,193296.05
1742,174739.69
1743,175431.42
1744,302438.78
1745,241516.31
1746,201109.56
1747,224307.55
1748,232727.61
1749,158744.5
1750,128230.13
1751,229126.05
1752,116380.695
1753,139182.47
1754,188177.84
1755,168829.6
1756,124459.03
1757,122034.25
1758,144939.06
1759,165061.14
1760,165204.9
1761,144655.75
1762,185634.19
1763,167889.39
1764,114583.09
1765,166888.47
1766,172787.1
1767,191433.11
1768,148314.25
1769,175145.1
1770,147015.8
1771,129713.43
1772,133039.86
1773,142838.83
1774,108457.29
1775,147203.17
1776,123595.34
1777,120373.22
1778,143536.73
1779,125596.6
1780,176175.3
1781,128512.49
1782,94806.78
1783,143201.78
1784,107995.43
1785,124446.35
1786,147776.16
1787,163569.25
1788,53560.582
1789,101452.52
1790,83773.54
1791,192449.12
1792,159085.39
1793,131610.75
1794,153360.3
1795,139486.02
1796,119489.57
1797,128799.14
1798,126080.1
1799,119982.94
1800,141529.1
1801,138810.98
1802,132113.5
1803,146824.53
1804,143821.1
1805,130630.42
1806,120888.43
1807,132128.97
1808,126475.69
1809,123533.4
1810,154273.73
1811,107828.66
1812,96304.016
1813,128655.305
1814,102902.23
1815,44373.066
1816,100988.25
1817,117796.0
1818,157427.7
1819,126979.625
1820,41874.785
1821,110353.55
1822,152269.62
1823,35507.47
1824,136563.02
1825,133359.12
1826,109325.96
1827,99952.2
1828,136313.58
1829,112404.33
1830,146339.83
1831,159044.03
1832,61760.35
1833,147940.95
1834,128032.76
1835,140372.11
1836,119343.5
1837,82838.05
1838,127597.94
1839,94554.88
1840,169808.0
1841,148437.61
1842,81808.81
1843,129662.09
1844,139421.34
1845,136503.86
1846,155057.94
1847,167046.53
1848,45009.816
1849,100570.586
1850,115674.82
1851,149672.05
1852,124041.21
1853,127868.9
1854,165220.3
1855,134832.36
1856,217816.56
1857,149003.62
1858,142144.34
1859,117753.86
1860,157244.25
1861,117780.23
1862,275124.12
1863,259026.88
1864,260207.53
1865,325375.97
1866,336136.7
1867,232194.53
1868,308734.53
1869,207573.08
1870,246435.45
1871,249640.78
1872,166357.75
1873,236980.92
1874,144400.06
1875,206506.17
1876,199121.44
1877,225356.56
1878,195631.4
1879,135202.5
1880,134468.61
1881,238760.84
1882,245293.78
1883,192856.3
1884,208522.36
1885,239691.58
1886,297061.03
1887,205378.42
1888,280841.97
1889,157332.16
1890,122111.44
1891,138356.02
1892,99350.625
1893,141301.7
1894,130470.8
1895,138410.17
1896,127936.695
1897,116318.64
1898,108705.4
1899,164083.38
1900,150995.7
1901,178238.36
1902,150290.28
1903,230358.52
1904,153226.52
1905,199430.94
1906,184717.0
1907,220950.05
1908,114200.195
1909,133724.7
1910,121833.01
1911,216377.56
1912,291226.06
1913,134868.25
1914,53014.285
1915,342029.47
1916,71079.53
1917,249297.27
1918,138441.06
1919,161466.36
1920,137464.84
1921,436597.94
1922,344201.53
1923,214146.55
1924,216134.1
1925,196112.31
1926,380135.88
1927,130062.734
1928,149047.77
1929,126279.39
1930,128411.555
1931,138621.72
1932,134432.8
1933,184330.06
1934,176546.97
1935,179517.52
1936,186791.8
1937,184078.56
1938,171789.6
1939,240439.39
1940,173084.66
1941,175743.34
1942,183433.19
1943,196191.75
1944,357775.7
1945,404110.7
1946,151760.02
1947,334911.12
1948,183201.1
1949,231424.23
1950,181640.86
1951,249415.7
1952,206448.02
1953,171269.73
1954,183345.05
1955,126779.7
1956,276966.47
1957,151674.6
1958,316533.56
1959,140160.67
1960,113674.51
1961,120967.25
1962,99454.39
1963,110531.92
1964,110185.73
1965,143878.19
1966,133854.61
1967,305273.47
1968,475745.25
1969,416722.7
1970,437043.38
1971,427503.06
1972,368740.94
1973,263692.62
1974,314542.8
1975,448421.0
1976,272622.22
1977,353179.25
1978,376595.8
1979,324745.66
1980,201975.25
1981,344748.34
1982,236166.69
1983,209504.7
1984,163782.05
1985,231433.88
1986,217057.52
1987,179808.34
1988,172732.84
1989,192456.27
1990,217231.97
1991,251653.9
1992,217624.23
1993,162140.83
1994,236531.78
1995,181594.2
1996,235372.66
1997,302133.22
1998,355844.4
1999,271416.9
2000,310828.47
2001,259350.03
2002,239254.77
2003,254719.45
2004,275818.75
2005,220783.53
2006,237481.92
2007,242321.3
2008,228719.94
2009,194999.39
2010,188370.73
2011,133086.0
2012,172794.58
2013,184740.48
2014,185183.14
2015,204129.0
2016,201889.94
2017,200505.39
2018,115704.26
2019,133403.56
2020,94562.88
2021,107808.82
2022,184429.62
2023,138192.95
2024,256011.9
2025,351595.03
2026,160730.69
2027,159004.88
2028,147680.52
2029,170117.33
2030,261258.84
2031,241254.34
2032,266853.4
2033,264195.78
2034,164002.1
2035,223893.66
2036,182991.66
2037,190880.73
2038,320468.06
2039,221932.8
2040,325491.2
2041,285005.38
2042,206499.44
2043,177838.94
2044,168014.58
2045,206100.03
2046,136006.28
2047,145437.77
2048,139259.23
2049,145470.0
2050,179362.92
2051,102937.49
2052,134932.88
2053,155454.8
2054,81388.375
2055,162429.75
2056,140712.11
2057,115015.57
2058,221166.69
2059,131618.55
2060,170676.2
2061,174758.98
2062,133605.56
2063,119010.375
2064,148276.9
2065,122423.09
2066,166922.25
2067,120245.04
2068,121752.26
2069,84587.87
2070,110400.2
2071,100223.75
2072,103016.984
2073,136803.12
2074,176523.89
2075,146399.72
2076,123726.31
2077,160889.39
2078,131396.39
2079,140597.25
2080,113720.445
2081,125733.38
2082,134745.53
2083,141758.31
2084,112076.11
2085,126596.6
2086,136088.45
2087,121407.85
2088,91664.9
2089,72262.22
2090,121155.24
2091,125602.05
2092,122622.85
2093,113120.09
2094,114178.78
2095,153628.5
2096,77131.52
2097,90714.84
2098,148850.5
2099,53858.1
2100,90425.93
2101,117050.27
2102,126511.41
2103,106040.45
2104,126318.805
2105,129762.086
2106,52607.75
2107,215721.14
2108,111647.9
2109,108639.91
2110,128285.03
2111,145040.98
2112,141604.03
2113,121114.25
2114,115804.01
2115,156810.06
2116,115238.9
2117,146806.9
2118,126300.72
2119,104983.805
2120,120095.41
2121,113097.78
2122,108157.52
2123,91687.164
2124,175605.48
2125,119744.81
2126,150239.0
2127,158488.72
2128,125371.38
2129,102651.695
2130,143971.45
2131,151126.44
2132,117149.17
2133,125715.32
2134,131262.11
2135,93216.52
2136,77909.9
2137,116754.445
2138,130713.19
2139,153200.47
2140,142808.16
2141,140942.25
2142,133138.8
2143,144751.6
